Airport,Airport Code,Year,Month,TOTAL
Chicago O'Hare International,ORD,2019,3,"3,443,030"
Chicago O'Hare International,ORD,2019,4,"3,239,527"
Chicago O'Hare International,ORD,2019,5,"3,709,149"
Chicago O'Hare International,ORD,2019,6,"3,897,538"
Chicago O'Hare International,ORD,2019,7,"3,923,172"
Chicago O'Hare International,ORD,2019,8,"3,821,960"
Chicago O'Hare International,ORD,2019,9,"3,402,055"
Chicago O'Hare International,ORD,2019,10,"3,650,024"
Chicago O'Hare International,ORD,2019,11,"3,185,342"
Chicago O'Hare International,ORD,2019,12,"3,413,293"
Chicago O'Hare International,ORD,2019,TOTAL,"40,876,846"
Chicago O'Hare International,ORD,2020,1,"2,781,517"
Chicago O'Hare International,ORD,2020,2,"2,686,567"
Chicago O'Hare International,ORD,2020,3,"1,561,081"
Chicago O'Hare International,ORD,2020,4,"135,225"
Chicago O'Hare International,ORD,2020,5,"314,135"
Chicago O'Hare International,ORD,2020,6,"574,754"
Chicago O'Hare International,ORD,2020,7,"975,142"
Chicago O'Hare International,ORD,2020,8,"1,066,433"
Chicago O'Hare International,ORD,2020,9,"1,093,658"
Chicago O'Hare International,ORD,2020,10,"1,223,538"
Chicago O'Hare International,ORD,2020,11,"1,048,200"
Chicago O'Hare International,ORD,2020,12,"1,142,465"
Chicago O'Hare International,ORD,2020,TOTAL,"14,602,715"
Chicago O'Hare International,ORD,2021,1,"922,150"
Chicago O'Hare International,ORD,2021,2,"953,477"
Chicago O'Hare International,ORD,2021,3,"1,530,823"
Chicago O'Hare International,ORD,2021,4,"1,653,536"
Chicago O'Hare International,ORD,2021,5,"2,103,989"
Chicago O'Hare International,ORD,2021,6,"2,598,420"
Chicago O'Hare International,ORD,2021,7,"3,076,255"
Chicago O'Hare International,ORD,2021,8,"2,881,915"
Chicago O'Hare International,ORD,2021,9,"2,598,198"
Chicago O'Hare International,ORD,2021,10,"2,824,626"
Chicago O'Hare International,ORD,2021,11,"2,560,569"
Chicago O'Hare International,ORD,2021,12,"2,634,661"
Chicago O'Hare International,ORD,2021,TOTAL,"26,338,619"
Chicago O'Hare International,ORD,2022,1,
Chicago O'Hare International,ORD,2022,2,
Chicago O'Hare International,ORD,2022,3,
Chicago O'Hare International,ORD,2022,TOTAL,0
