Airport,Airport Code,Year,Month,TOTAL
Orlando International,MCO,2015,11,"1,590,211"
Orlando International,MCO,2015,12,"1,664,999"
Orlando International,MCO,2015,TOTAL,"18,743,631"
Orlando International,MCO,2016,1,"1,689,903"
Orlando International,MCO,2016,2,"1,604,089"
Orlando International,MCO,2016,3,"1,884,363"
Orlando International,MCO,2016,4,"1,790,911"
Orlando International,MCO,2016,5,"1,750,607"
Orlando International,MCO,2016,6,"1,687,468"
Orlando International,MCO,2016,7,"1,797,081"
Orlando International,MCO,2016,8,"1,677,699"
Orlando International,MCO,2016,9,"1,419,660"
Orlando International,MCO,2016,10,"1,521,616"
Orlando International,MCO,2016,11,"1,674,098"
Orlando International,MCO,2016,12,"1,751,782"
Orlando International,MCO,2016,TOTAL,"20,249,277"
Orlando International,MCO,2017,1,"1,785,640"
Orlando International,MCO,2017,2,"1,613,367"
Orlando International,MCO,2017,3,"2,004,381"
Orlando International,MCO,2017,4,"1,944,679"
Orlando International,MCO,2017,5,"1,847,475"
Orlando International,MCO,2017,6,"1,807,325"
Orlando International,MCO,2017,7,"1,960,802"
Orlando International,MCO,2017,8,"1,868,994"
Orlando International,MCO,2017,9,"1,301,009"
Orlando International,MCO,2017,10,"1,737,920"
Orlando International,MCO,2017,11,"1,777,915"
Orlando International,MCO,2017,12,"1,892,118"
Orlando International,MCO,2017,TOTAL,"21,541,625"
Orlando International,MCO,2018,1,"1,931,597"
Orlando International,MCO,2018,2,"1,751,798"
Orlando International,MCO,2018,3,"2,141,731"
Orlando International,MCO,2018,4,"2,019,490"
Orlando International,MCO,2018,5,"1,993,369"
Orlando International,MCO,2018,6,"1,950,343"
Orlando International,MCO,2018,7,"2,031,552"
Orlando International,MCO,2018,8,"1,912,329"
Orlando International,MCO,2018,9,"1,584,493"
Orlando International,MCO,2018,10,"1,838,124"
Orlando International,MCO,2018,11,"1,956,574"
Orlando International,MCO,2018,12,"2,057,514"
Orlando International,MCO,2018,TOTAL,"23,168,914"
Orlando International,MCO,2019,1,"2,027,045"
Orlando International,MCO,2019,2,"1,888,277"
Orlando International,MCO,2019,3,"2,322,060"
Orlando International,MCO,2019,4,"2,123,274"
Orlando International,MCO,2019,5,"2,157,275"
Orlando International,MCO,2019,6,"2,074,891"
Orlando International,MCO,2019,7,"2,171,968"
Orlando International,MCO,2019,8,"2,086,667"
Orlando International,MCO,2019,9,"1,517,750"
Orlando International,MCO,2019,10,"1,954,085"
Orlando International,MCO,2019,11,"2,038,000"
Orlando International,MCO,2019,12,"2,202,722"
Orlando International,MCO,2019,TOTAL,"24,564,014"
Orlando International,MCO,2020,1,"2,170,515"
Orlando International,MCO,2020,2,"2,092,045"
Orlando International,MCO,2020,3,"1,313,060"
Orlando International,MCO,2020,4,"68,656"
Orlando International,MCO,2020,5,"167,222"
Orlando International,MCO,2020,6,"403,846"
Orlando International,MCO,2020,7,"570,189"
Orlando International,MCO,2020,8,"541,918"
Orlando International,MCO,2020,9,"547,137"
Orlando International,MCO,2020,10,"748,831"
Orlando International,MCO,2020,11,"862,995"
Orlando International,MCO,2020,12,"982,589"
Orlando International,MCO,2020,TOTAL,"10,469,003"
Orlando International,MCO,2021,1,"974,284"
Orlando International,MCO,2021,2,"946,069"
Orlando International,MCO,2021,3,"1,466,466"
Orlando International,MCO,2021,4,"1,623,156"
Orlando International,MCO,2021,5,"1,840,127"
Orlando International,MCO,2021,6,"1,863,590"
Orlando International,MCO,2021,7,"2,024,718"
Orlando International,MCO,2021,8,"1,757,389"
Orlando International,MCO,2021,9,"1,471,443"
Orlando International,MCO,2021,10,"1,762,209"
Orlando International,MCO,2021,11,"1,894,829"
Orlando International,MCO,2021,12,"1,987,975"
Orlando International,MCO,2021,TOTAL,"19,612,255"
Orlando International,MCO,2022,1,
Orlando International,MCO,2022,2,
Orlando International,MCO,2022,3,
Orlando International,MCO,2022,TOTAL,0
