Airport,Airport Code,Year,Month,TOTAL
Los Angeles International,LAX,2017,4,"79,785,527"
Los Angeles International,LAX,2017,5,"83,308,370"
Los Angeles International,LAX,2017,6,"87,422,870"
Los Angeles International,LAX,2017,7,"91,265,724"
Los Angeles International,LAX,2017,8,"88,677,138"
Los Angeles International,LAX,2017,9,"74,583,264"
Los Angeles International,LAX,2017,10,"82,229,641"
Los Angeles International,LAX,2017,11,"78,388,407"
Los Angeles International,LAX,2017,12,"79,843,803"
Los Angeles International,LAX,2017,TOTAL,"964,764,945"
Los Angeles International,LAX,2018,1,"73,728,946"
Los Angeles International,LAX,2018,2,"69,799,120"
Los Angeles International,LAX,2018,3,"86,360,909"
Los Angeles International,LAX,2018,4,"83,669,735"
Los Angeles International,LAX,2018,5,"87,972,704"
Los Angeles International,LAX,2018,6,"92,325,890"
Los Angeles International,LAX,2018,7,"96,294,962"
Los Angeles International,LAX,2018,8,"93,248,190"
Los Angeles International,LAX,2018,9,"78,519,949"
Los Angeles International,LAX,2018,10,"85,912,940"
Los Angeles International,LAX,2018,11,"82,212,398"
Los Angeles International,LAX,2018,12,"83,166,761"
Los Angeles International,LAX,2018,TOTAL,"1,013,212,504"
Los Angeles International,LAX,2019,1,"76,725,079"
Los Angeles International,LAX,2019,2,"71,960,017"
Los Angeles International,LAX,2019,3,"90,530,076"
Los Angeles International,LAX,2019,4,"86,957,958"
Los Angeles International,LAX,2019,5,"92,359,258"
Los Angeles International,LAX,2019,6,"95,537,871"
Los Angeles International,LAX,2019,7,"99,189,775"
Los Angeles International,LAX,2019,8,"95,968,379"
Los Angeles International,LAX,2019,9,"82,833,675"
Los Angeles International,LAX,2019,10,"88,919,490"
Los Angeles International,LAX,2019,11,"82,402,530"
Los Angeles International,LAX,2019,12,"89,597,073"
Los Angeles International,LAX,2019,TOTAL,"1,052,981,181"
Los Angeles International,LAX,2020,1,"80,594,291"
Los Angeles International,LAX,2020,2,"75,708,828"
Los Angeles International,LAX,2020,3,"43,377,500"
Los Angeles International,LAX,2020,4,"3,281,041"
Los Angeles International,LAX,2020,5,"8,234,406"
Los Angeles International,LAX,2020,6,"16,936,833"
Los Angeles International,LAX,2020,7,"24,784,280"
Los Angeles International,LAX,2020,8,"26,729,915"
Los Angeles International,LAX,2020,9,"26,135,370"
Los Angeles International,LAX,2020,10,"30,996,860"
Los Angeles International,LAX,2020,11,"29,847,653"
Los Angeles International,LAX,2020,12,"32,028,014"
Los Angeles International,LAX,2020,TOTAL,"398,654,991"
Los Angeles International,LAX,2021,1,"28,810,261"
Los Angeles International,LAX,2021,2,"27,477,893"
Los Angeles International,LAX,2021,3,"43,960,366"
Los Angeles International,LAX,2021,4,"49,295,246"
Los Angeles International,LAX,2021,5,"59,762,304"
Los Angeles International,LAX,2021,6,"69,084,731"
Los Angeles International,LAX,2021,7,"77,551,033"
Los Angeles International,LAX,2021,8,"71,146,733"
Los Angeles International,LAX,2021,9,"62,149,857"
Los Angeles International,LAX,2021,10,"69,304,839"
Los Angeles International,LAX,2021,11,"69,949,585"
Los Angeles International,LAX,2021,12,"71,678,704"
Los Angeles International,LAX,2021,TOTAL,"700,171,552"
Los Angeles International,LAX,2022,1,"55,944,637"
Los Angeles International,LAX,2022,2,"58,345,049"
Los Angeles International,LAX,2022,3,"77,545,193"
Los Angeles International,LAX,2022,TOTAL,"191,834,879"
